lineItem/UsageStartDate,lineItem/ProductCode,product/region,lineItem/UnblendedCost,lineItem/ResourceId,resourceTags/environment,resourceTags/team
8/14/2025,AmazonS3,eu-west-1,92.06,amazons3-4c8mfiefy,production,data
8/14/2025,AmazonEC2,us-east-1,11.29,amazonec2-terkauq6e,staging,data
8/14/2025,AmazonCloudFront,us-west-2,32.99,amazoncloudfront-25fa5cqc9,staging,platform
8/14/2025,AmazonEC2,us-west-2,64.12,amazonec2-ew00t0vdh,staging,data
8/14/2025,AmazonS3,eu-west-1,83.96,amazons3-h3cu2vo2q,staging,engineering
8/14/2025,AWSLambda,us-west-2,103.1,awslambda-xve9l1kj9,development,platform
8/14/2025,AmazonDynamoDB,us-west-2,109.43,amazondynamodb-7a9lf98r4,development,data
8/14/2025,AWSLambda,ap-southeast-1,76.47,awslambda-69txjgh8k,production,data
8/14/2025,AmazonCloudFront,us-west-2,88.2,amazoncloudfront-jycpzwft0,development,data
8/14/2025,AmazonEC2,us-west-2,79.21,amazonec2-k9tjmnr5g,production,engineering
8/14/2025,AWSLambda,us-east-1,56.46,awslambda-wr7ylshz5,development,engineering
8/14/2025,AmazonEC2,eu-west-1,70.38,amazonec2-67bvjlwic,production,platform
8/14/2025,AmazonCloudFront,eu-west-1,104.63,amazoncloudfront-7hwbwlm5x,production,engineering
8/14/2025,AmazonCloudFront,us-west-2,33.62,amazoncloudfront-x8yt7rabr,staging,engineering
8/14/2025,AmazonCloudFront,us-east-1,108.73,amazoncloudfront-vbh5cgn9r,staging,engineering
8/14/2025,AmazonEC2,us-west-2,74.78,amazonec2-t9iu3j749,production,platform
8/14/2025,AmazonEC2,us-west-2,61.44,amazonec2-of7f7b9jo,development,engineering
8/14/2025,AmazonDynamoDB,ap-southeast-1,77.52,amazondynamodb-pf13dc53a,staging,engineering
8/15/2025,AmazonRDS,us-west-2,89.78,amazonrds-ugop7lcgw,production,platform
8/15/2025,AmazonDynamoDB,us-west-2,57.53,amazondynamodb-agqg79ex8,production,engineering
8/15/2025,AmazonRDS,ap-southeast-1,14.3,amazonrds-ne1vs6mnr,staging,engineering
8/15/2025,AmazonRDS,us-west-2,66.34,amazonrds-p5mmaroi6,staging,platform
8/15/2025,AWSLambda,eu-west-1,19.52,awslambda-ll3jtitnf,staging,engineering
8/15/2025,AmazonRDS,us-east-1,41.64,amazonrds-0tzz174uk,development,platform
8/15/2025,AmazonDynamoDB,ap-southeast-1,73.74,amazondynamodb-1pyzxfv41,staging,engineering
8/15/2025,AWSLambda,us-east-1,57.71,awslambda-qs2zuoex7,staging,platform
8/15/2025,AmazonS3,ap-southeast-1,61.55,amazons3-yp252bhjt,staging,engineering
8/15/2025,AmazonDynamoDB,eu-west-1,89.9,amazondynamodb-bbv2ma7kv,staging,platform
8/15/2025,AmazonS3,us-west-2,43.81,amazons3-k7qbgos45,development,engineering
8/15/2025,AmazonDynamoDB,ap-southeast-1,82.38,amazondynamodb-u1v9dxeej,staging,data
8/15/2025,AWSLambda,eu-west-1,53.37,awslambda-eoqu2zrv7,production,engineering
8/15/2025,AmazonCloudFront,us-east-1,103.86,amazoncloudfront-c391t9jzb,development,engineering
8/15/2025,AWSLambda,us-west-2,34.78,awslambda-053p67b9o,production,platform
8/16/2025,AmazonEC2,us-east-1,21.92,amazonec2-bpy9xzena,production,data
8/16/2025,AmazonS3,us-west-2,68.96,amazons3-3evd1q8de,development,platform
8/16/2025,AmazonS3,eu-west-1,96.63,amazons3-m1umxuh63,development,platform
8/16/2025,AmazonEC2,ap-southeast-1,27.97,amazonec2-txap036zx,staging,data
8/16/2025,AmazonS3,us-west-2,53.95,amazons3-d3bxybq5b,production,platform
8/16/2025,AmazonCloudFront,us-east-1,109.86,amazoncloudfront-psrpt72nc,staging,engineering
8/16/2025,AmazonCloudFront,us-west-2,87.22,amazoncloudfront-xuaybcpae,production,data
8/16/2025,AmazonS3,us-east-1,52.26,amazons3-ou1irxtw1,staging,data
8/16/2025,AmazonEC2,us-east-1,107.46,amazonec2-ohq6hh3cj,staging,data
8/16/2025,AmazonCloudFront,eu-west-1,49.9,amazoncloudfront-740gyqq3v,development,platform
8/16/2025,AWSLambda,eu-west-1,94.72,awslambda-7kyaif8u4,development,engineering
8/16/2025,AmazonS3,ap-southeast-1,16.19,amazons3-nd7g7lxlp,development,engineering
8/16/2025,AmazonRDS,us-east-1,109.4,amazonrds-wxzvrwf60,development,platform
8/16/2025,AmazonCloudFront,eu-west-1,98.75,amazoncloudfront-ls448h15n,production,engineering
8/16/2025,AmazonRDS,eu-west-1,59.76,amazonrds-wv7hnz5rf,production,engineering
8/16/2025,AmazonS3,ap-southeast-1,57.58,amazons3-khpx4059r,production,engineering
8/16/2025,AWSLambda,us-west-2,82.34,awslambda-isw5hi8v7,development,data
8/17/2025,AmazonS3,us-east-1,55.94,amazons3-27ei0habg,development,platform
8/17/2025,AmazonEC2,us-west-2,81.47,amazonec2-hsf6ral1n,development,platform
8/17/2025,AmazonCloudFront,eu-west-1,14.81,amazoncloudfront-4iyyt7dr9,development,platform
8/17/2025,AmazonRDS,us-east-1,11.55,amazonrds-74mxz4wxm,development,engineering
8/17/2025,AmazonS3,us-west-2,50.98,amazons3-t3siigvho,development,engineering
8/17/2025,AmazonDynamoDB,us-west-2,18.68,amazondynamodb-nflomd0h1,staging,engineering
8/17/2025,AmazonCloudFront,us-west-2,61.93,amazoncloudfront-eaog8n79z,development,data
8/17/2025,AWSLambda,ap-southeast-1,21.46,awslambda-lr6r0us3x,staging,data
8/17/2025,AmazonDynamoDB,us-west-2,89.76,amazondynamodb-7e94rs19f,development,engineering
8/17/2025,AmazonS3,us-east-1,51.69,amazons3-u8s7sjvvb,development,platform
8/17/2025,AWSLambda,us-east-1,58.51,awslambda-v2f14gnjy,production,engineering
8/17/2025,AmazonDynamoDB,eu-west-1,66.44,amazondynamodb-0ulifevl7,staging,engineering
8/17/2025,AmazonEC2,ap-southeast-1,101.68,amazonec2-bs26igpoe,production,platform
8/18/2025,AmazonRDS,eu-west-1,20.65,amazonrds-95nhrddbv,production,engineering
8/18/2025,AmazonEC2,eu-west-1,15.63,amazonec2-gk63nfkdv,production,data
8/18/2025,AmazonS3,eu-west-1,74.56,amazons3-cvb4yhsdp,production,data
8/18/2025,AmazonEC2,eu-west-1,67.69,amazonec2-dqquttckt,development,platform
8/18/2025,AmazonEC2,eu-west-1,28.92,amazonec2-lr2dy9h5b,development,engineering
8/18/2025,AmazonS3,us-east-1,99.86,amazons3-mmweznqkf,staging,data
8/18/2025,AWSLambda,ap-southeast-1,66.08,awslambda-n469hu6c2,development,engineering
8/18/2025,AmazonEC2,us-west-2,104.92,amazonec2-cwru16fxa,development,platform
8/18/2025,AmazonS3,us-east-1,64.25,amazons3-h3g4zz76z,development,engineering
8/18/2025,AmazonDynamoDB,ap-southeast-1,10.14,amazondynamodb-mo9v2yfj4,development,data
8/18/2025,AmazonCloudFront,us-east-1,43.38,amazoncloudfront-lle5o93ii,staging,data
8/18/2025,AmazonEC2,us-west-2,67.9,amazonec2-fi7k0nj44,production,platform
8/19/2025,AWSLambda,us-west-2,54.97,awslambda-j9cokyqma,staging,data
8/19/2025,AmazonEC2,ap-southeast-1,17.15,amazonec2-86szcauhj,staging,engineering
8/19/2025,AWSLambda,ap-southeast-1,32,awslambda-abz2xnyg6,production,data
8/19/2025,AmazonS3,eu-west-1,16.26,amazons3-xehung224,production,data
8/19/2025,AmazonRDS,ap-southeast-1,92.51,amazonrds-rddkh1k64,production,data
8/19/2025,AmazonDynamoDB,eu-west-1,85.93,amazondynamodb-cp16jhrcz,development,platform
8/19/2025,AmazonRDS,ap-southeast-1,47.75,amazonrds-wkect6cg8,development,platform
8/19/2025,AmazonEC2,us-west-2,104.76,amazonec2-k9395tmd3,development,engineering
8/19/2025,AmazonEC2,eu-west-1,19.81,amazonec2-268gj60zs,development,platform
8/19/2025,AWSLambda,us-west-2,38.77,awslambda-qejpojv75,production,platform
8/19/2025,AmazonDynamoDB,ap-southeast-1,56.49,amazondynamodb-x6r5w11w7,development,platform
8/19/2025,AmazonDynamoDB,ap-southeast-1,51.59,amazondynamodb-q4j1h061i,staging,data
8/19/2025,AmazonDynamoDB,us-west-2,100.9,amazondynamodb-m1eab4z9i,development,data
8/19/2025,AmazonEC2,us-west-2,80.96,amazonec2-qndixoeee,staging,platform
8/20/2025,AmazonRDS,eu-west-1,31.13,amazonrds-98smk7fp7,development,platform
8/20/2025,AmazonDynamoDB,us-east-1,61.1,amazondynamodb-42d0st5xa,production,platform
8/20/2025,AmazonDynamoDB,us-west-2,61.43,amazondynamodb-rb087li4y,development,platform
8/20/2025,AmazonDynamoDB,us-west-2,35.71,amazondynamodb-bx1zf17g5,production,engineering
8/20/2025,AmazonCloudFront,eu-west-1,34.88,amazoncloudfront-sk1rzcn62,staging,engineering
8/20/2025,AmazonDynamoDB,us-west-2,69.62,amazondynamodb-vfb7exci4,production,platform
8/20/2025,AmazonRDS,us-west-2,73.75,amazonrds-80xv7sxxn,staging,platform
8/20/2025,AmazonEC2,us-west-2,22.6,amazonec2-z8le6ixib,production,platform
8/20/2025,AmazonS3,us-west-2,91.6,amazons3-3aej8lkeh,production,engineering
8/20/2025,AmazonDynamoDB,ap-southeast-1,86.58,amazondynamodb-gss4urv25,development,data
8/20/2025,AmazonRDS,ap-southeast-1,53.13,amazonrds-g1pv908ip,development,platform
8/20/2025,AmazonDynamoDB,ap-southeast-1,80.99,amazondynamodb-d02o91lf9,development,platform
8/20/2025,AmazonS3,us-west-2,29.78,amazons3-1beco1k0d,production,platform
8/20/2025,AmazonCloudFront,ap-southeast-1,15.37,amazoncloudfront-e1sp974iq,development,platform
8/20/2025,AmazonDynamoDB,ap-southeast-1,67.47,amazondynamodb-0d5o98c89,staging,data
8/20/2025,AmazonRDS,ap-southeast-1,15.61,amazonrds-f54dh2p4c,staging,engineering
8/20/2025,AmazonCloudFront,ap-southeast-1,74.68,amazoncloudfront-dhqzugyos,production,platform
8/21/2025,AmazonDynamoDB,ap-southeast-1,105.21,amazondynamodb-c1rnvfr6c,staging,platform
8/21/2025,AmazonEC2,us-west-2,30.56,amazonec2-0v0ydqp35,development,engineering
8/21/2025,AmazonRDS,us-east-1,71.99,amazonrds-xdqi4pu1a,development,platform
8/21/2025,AmazonS3,ap-southeast-1,57.79,amazons3-skx0sjq89,development,engineering
8/21/2025,AmazonDynamoDB,us-east-1,87.08,amazondynamodb-8zknbf5vp,development,engineering
8/21/2025,AmazonRDS,eu-west-1,55.37,amazonrds-5xjvuvwfg,development,platform
8/21/2025,AWSLambda,us-west-2,92.65,awslambda-t5sr0vmo5,development,data
8/21/2025,AmazonCloudFront,us-west-2,103,amazoncloudfront-bux9wza0q,staging,platform
8/21/2025,AmazonS3,ap-southeast-1,81.64,amazons3-b9cdeiiqu,production,data
8/21/2025,AmazonEC2,us-west-2,43.11,amazonec2-xxjlyz170,staging,data
8/21/2025,AmazonEC2,us-west-2,16.46,amazonec2-apsqtxnoe,production,engineering
8/21/2025,AWSLambda,eu-west-1,42.88,awslambda-s20xlbkwh,staging,data
8/21/2025,AmazonCloudFront,ap-southeast-1,82.99,amazoncloudfront-x51umyb4o,production,platform
8/21/2025,AmazonDynamoDB,ap-southeast-1,103.51,amazondynamodb-dskqilv8l,development,platform
8/21/2025,AmazonS3,ap-southeast-1,72.66,amazons3-6k7p4mfo6,development,platform
8/21/2025,AmazonRDS,us-west-2,20.26,amazonrds-k2kgrr9i6,development,engineering
8/21/2025,AmazonRDS,ap-southeast-1,33.37,amazonrds-big8ot4wc,production,engineering
8/21/2025,AmazonS3,us-west-2,44.73,amazons3-p6w1wk6d1,staging,data
8/22/2025,AmazonS3,ap-southeast-1,45.99,amazons3-7jj90hoat,development,platform
8/22/2025,AmazonDynamoDB,us-west-2,14.96,amazondynamodb-kel0dxizp,staging,platform
8/22/2025,AmazonCloudFront,eu-west-1,10.43,amazoncloudfront-2lyionxwd,staging,data
8/22/2025,AWSLambda,us-west-2,104.95,awslambda-wjxn8ur1t,production,platform
8/22/2025,AmazonRDS,ap-southeast-1,69.05,amazonrds-cbam64xom,production,engineering
8/22/2025,AmazonEC2,eu-west-1,101.26,amazonec2-ngejzq9q9,staging,platform
8/22/2025,AmazonCloudFront,us-east-1,32.44,amazoncloudfront-k7jr3ylcq,production,data
8/22/2025,AmazonEC2,us-west-2,100.9,amazonec2-i3nzmjy20,production,engineering
8/22/2025,AmazonEC2,eu-west-1,32.67,amazonec2-168icgh7p,staging,engineering
8/22/2025,AmazonS3,ap-southeast-1,46.39,amazons3-s3ldhhep0,development,data
8/22/2025,AmazonCloudFront,ap-southeast-1,64.51,amazoncloudfront-nerx7t9am,development,data
8/22/2025,AmazonEC2,us-east-1,14.58,amazonec2-uqvy4dt8v,development,engineering
8/22/2025,AmazonEC2,us-west-2,72.83,amazonec2-xb8x9dc7d,production,engineering
8/22/2025,AmazonRDS,us-west-2,74.42,amazonrds-uzpdgxbxu,production,data
8/22/2025,AmazonRDS,ap-southeast-1,96.05,amazonrds-of0s27cm0,production,platform
8/22/2025,AmazonCloudFront,ap-southeast-1,28.83,amazoncloudfront-tfcs4ecfk,production,platform
8/22/2025,AmazonS3,us-west-2,46.06,amazons3-u254dun91,development,data
8/23/2025,AmazonDynamoDB,us-west-2,73.39,amazondynamodb-mkmlk36y2,development,data
8/23/2025,AmazonS3,us-west-2,34.63,amazons3-lxjzj41zh,development,platform
8/23/2025,AmazonS3,eu-west-1,70.56,amazons3-uhjw8s64a,staging,platform
8/23/2025,AmazonDynamoDB,us-east-1,93.2,amazondynamodb-mifqiqa0e,production,engineering
8/23/2025,AmazonS3,us-east-1,35.1,amazons3-cmitrzn90,development,platform
8/23/2025,AmazonCloudFront,us-east-1,104.07,amazoncloudfront-amrtqd24s,production,data
8/23/2025,AmazonCloudFront,ap-southeast-1,20.51,amazoncloudfront-k112hiblb,production,engineering
8/23/2025,AmazonRDS,eu-west-1,85.33,amazonrds-hmoz7ekiz,production,platform
8/23/2025,AmazonS3,eu-west-1,47.44,amazons3-b0pnyo0cd,production,data
8/23/2025,AWSLambda,eu-west-1,11.03,awslambda-w9q16cz7h,development,data
8/23/2025,AWSLambda,eu-west-1,78.85,awslambda-8fqxf8171,production,platform
8/23/2025,AmazonCloudFront,ap-southeast-1,60.72,amazoncloudfront-xv860z3tn,production,engineering
8/24/2025,AmazonS3,us-east-1,20.74,amazons3-sga4ebdza,production,engineering
8/24/2025,AmazonCloudFront,ap-southeast-1,41.53,amazoncloudfront-dq5dzgzpq,production,data
8/24/2025,AWSLambda,ap-southeast-1,91.29,awslambda-a61z2dav3,staging,data
8/24/2025,AmazonCloudFront,us-west-2,58.69,amazoncloudfront-8pip8irk8,production,data
8/24/2025,AWSLambda,eu-west-1,16.84,awslambda-mhr2y6gyj,development,engineering
8/24/2025,AmazonCloudFront,eu-west-1,46.49,amazoncloudfront-1e7ze2mp9,development,platform
8/24/2025,AmazonRDS,us-east-1,37.09,amazonrds-8678xqh9b,production,engineering
8/24/2025,AmazonCloudFront,ap-southeast-1,44.82,amazoncloudfront-ca9cd7y7a,development,data
8/24/2025,AmazonDynamoDB,eu-west-1,39.53,amazondynamodb-dj1nhmr35,production,platform
8/24/2025,AmazonDynamoDB,ap-southeast-1,26.06,amazondynamodb-7a6vxoumk,production,data
8/24/2025,AmazonCloudFront,us-east-1,15.55,amazoncloudfront-dlqtyezy4,production,engineering
8/24/2025,AmazonS3,us-west-2,71.69,amazons3-r4tgxvk23,development,engineering
8/24/2025,AWSLambda,eu-west-1,69.19,awslambda-me6ulu98s,staging,platform
8/24/2025,AmazonCloudFront,eu-west-1,49.27,amazoncloudfront-qz138l3xp,staging,data
8/24/2025,AmazonEC2,us-east-1,34.64,amazonec2-89hk7804b,development,platform
8/25/2025,AmazonCloudFront,eu-west-1,94.03,amazoncloudfront-6flevrm9p,development,engineering
8/25/2025,AmazonEC2,us-east-1,51.48,amazonec2-ctiv696u7,development,platform
8/25/2025,AmazonEC2,us-east-1,60.42,amazonec2-px67d25e5,development,platform
8/25/2025,AWSLambda,us-west-2,56.23,awslambda-tnfqxci4p,staging,platform
8/25/2025,AmazonEC2,ap-southeast-1,97.36,amazonec2-vqdi08c66,production,platform
8/25/2025,AmazonCloudFront,ap-southeast-1,53.86,amazoncloudfront-uicy6s1si,production,platform
8/25/2025,AmazonCloudFront,eu-west-1,22.41,amazoncloudfront-ln0ck822e,production,platform
8/25/2025,AWSLambda,us-east-1,101.36,awslambda-qxfww35te,production,data
8/25/2025,AmazonEC2,ap-southeast-1,99.06,amazonec2-l0yz4f5nb,development,data
8/25/2025,AmazonS3,eu-west-1,68.16,amazons3-f2391qjtd,staging,platform
8/25/2025,AmazonCloudFront,ap-southeast-1,67.73,amazoncloudfront-v6je6i9l0,staging,platform
8/25/2025,AmazonS3,us-west-2,11.06,amazons3-tp6c1cf1w,development,engineering
8/25/2025,AmazonCloudFront,eu-west-1,52.45,amazoncloudfront-7xx4um39g,development,platform
8/25/2025,AmazonS3,us-east-1,32.22,amazons3-vrad7kcr3,development,platform
8/25/2025,AWSLambda,us-west-2,15.37,awslambda-x3zfpmkb0,staging,engineering
8/25/2025,AWSLambda,ap-southeast-1,104.06,awslambda-5hnnjaxyh,staging,platform
8/25/2025,AmazonS3,ap-southeast-1,39,amazons3-cmbid40tr,staging,engineering
8/26/2025,AmazonEC2,eu-west-1,10.81,amazonec2-gk2vju9rb,production,engineering
8/26/2025,AmazonDynamoDB,us-west-2,98.88,amazondynamodb-u8ob3qr5m,staging,platform
8/26/2025,AmazonCloudFront,us-west-2,101.84,amazoncloudfront-wsxdrx533,production,platform
8/26/2025,AmazonEC2,eu-west-1,98.54,amazonec2-eiq3h8i5h,production,platform
8/26/2025,AmazonEC2,ap-southeast-1,42.51,amazonec2-l1l1vv9fm,staging,engineering
8/26/2025,AmazonDynamoDB,us-east-1,87.93,amazondynamodb-49zqe3g2h,production,data
8/26/2025,AWSLambda,eu-west-1,11.5,awslambda-errf5sh2r,production,engineering
8/26/2025,AmazonEC2,eu-west-1,41.24,amazonec2-ge9yaw7zt,production,data
8/26/2025,AWSLambda,ap-southeast-1,56.83,awslambda-4v7bkfphc,staging,engineering
8/26/2025,AmazonCloudFront,us-west-2,24.78,amazoncloudfront-xsv5231fu,development,data
8/26/2025,AmazonRDS,eu-west-1,85.92,amazonrds-bos958mse,production,platform
8/26/2025,AmazonCloudFront,eu-west-1,57.19,amazoncloudfront-tlcvg3gxz,production,engineering
8/26/2025,AmazonDynamoDB,ap-southeast-1,70.73,amazondynamodb-ges8jav5h,staging,engineering
8/26/2025,AmazonDynamoDB,eu-west-1,56.61,amazondynamodb-iki1u0scv,development,data
8/26/2025,AmazonDynamoDB,ap-southeast-1,94.36,amazondynamodb-2bojsxs3f,production,platform
8/26/2025,AmazonRDS,eu-west-1,34.37,amazonrds-l44zqt6vn,production,data
8/26/2025,AWSLambda,eu-west-1,100.07,awslambda-s9ms4q6az,staging,engineering
8/27/2025,AmazonEC2,eu-west-1,12.04,amazonec2-encuzdyoz,production,platform
8/27/2025,AmazonDynamoDB,us-west-2,63.77,amazondynamodb-uc7t8ufzr,staging,platform
8/27/2025,AmazonRDS,us-west-2,50.47,amazonrds-ur4gkph2k,production,platform
8/27/2025,AmazonCloudFront,eu-west-1,14.17,amazoncloudfront-z78zp8eby,development,engineering
8/27/2025,AmazonS3,eu-west-1,25.72,amazons3-pvy9i84lm,staging,data
8/27/2025,AmazonS3,us-east-1,109.64,amazons3-49fqry8hy,staging,data
8/27/2025,AWSLambda,eu-west-1,72.14,awslambda-9qzvqkmq6,development,platform
8/27/2025,AmazonEC2,eu-west-1,57.63,amazonec2-2rhpv1ee7,development,platform
8/27/2025,AmazonS3,us-east-1,14.72,amazons3-5dz68topp,development,platform
8/27/2025,AmazonCloudFront,us-west-2,10.13,amazoncloudfront-xpy5kmxz4,production,data
8/27/2025,AWSLambda,ap-southeast-1,30.35,awslambda-zg4t4haj1,staging,engineering
8/27/2025,AmazonCloudFront,eu-west-1,27.29,amazoncloudfront-qqawykp1f,staging,engineering
8/27/2025,AmazonRDS,us-east-1,70.31,amazonrds-wgtateahl,production,platform
8/28/2025,AmazonDynamoDB,us-west-2,79.23,amazondynamodb-9eo64c4el,staging,platform
8/28/2025,AmazonDynamoDB,us-west-2,12.73,amazondynamodb-700iyn37u,production,platform
8/28/2025,AmazonCloudFront,us-east-1,16.26,amazoncloudfront-6bp3kdolo,production,data
8/28/2025,AmazonRDS,us-west-2,11.72,amazonrds-8r1dmt53u,staging,data
8/28/2025,AmazonS3,eu-west-1,45.05,amazons3-r6g1ojupn,production,platform
8/28/2025,AmazonEC2,ap-southeast-1,69.91,amazonec2-n0led59p3,production,platform
8/28/2025,AWSLambda,ap-southeast-1,57.54,awslambda-30b5f1xi6,production,engineering
8/28/2025,AmazonEC2,ap-southeast-1,35.19,amazonec2-91yzo9828,production,platform
8/28/2025,AmazonDynamoDB,eu-west-1,99.53,amazondynamodb-57ae6e3uw,production,platform
8/28/2025,AWSLambda,us-west-2,91.88,awslambda-q8kje4h1h,staging,engineering
8/28/2025,AmazonRDS,us-west-2,67.04,amazonrds-jfiiskj3g,development,data
8/28/2025,AmazonCloudFront,ap-southeast-1,72.58,amazoncloudfront-e59dpld7a,production,engineering
8/29/2025,AmazonDynamoDB,eu-west-1,94.55,amazondynamodb-6bry72puu,development,platform
8/29/2025,AmazonCloudFront,us-west-2,15.01,amazoncloudfront-l8bjs4z1a,production,data
8/29/2025,AmazonDynamoDB,eu-west-1,32.83,amazondynamodb-qzf8942pc,staging,platform
8/29/2025,AmazonEC2,ap-southeast-1,86.86,amazonec2-p9dgd6o70,development,platform
8/29/2025,AmazonS3,us-east-1,100.96,amazons3-ud4dmomvn,staging,platform
8/29/2025,AmazonEC2,ap-southeast-1,17.43,amazonec2-esyqk8oju,staging,platform
8/29/2025,AWSLambda,ap-southeast-1,56.03,awslambda-wgu8bp26a,production,data
8/29/2025,AmazonEC2,us-west-2,48.28,amazonec2-6jhryc992,development,platform
8/29/2025,AWSLambda,eu-west-1,20.26,awslambda-96pybhdze,development,engineering
8/29/2025,AWSLambda,eu-west-1,22.84,awslambda-ixncb176d,staging,engineering
8/30/2025,AmazonRDS,ap-southeast-1,106.5,amazonrds-rqrt9hgci,production,data
8/30/2025,AWSLambda,us-east-1,31.16,awslambda-n8po3113b,development,platform
8/30/2025,AmazonS3,us-west-2,25.41,amazons3-zmwlnpcar,staging,engineering
8/30/2025,AmazonCloudFront,us-west-2,35.21,amazoncloudfront-b27436mzx,production,engineering
8/30/2025,AWSLambda,us-east-1,22.25,awslambda-f1pt16vkq,production,data
8/30/2025,AmazonDynamoDB,us-east-1,46.39,amazondynamodb-j1fsrz78x,staging,data
8/30/2025,AmazonRDS,eu-west-1,41.32,amazonrds-larq29ees,staging,data
8/30/2025,AWSLambda,us-east-1,36.57,awslambda-cm670wdz1,production,data
8/30/2025,AmazonDynamoDB,us-east-1,96.88,amazondynamodb-794d2e55q,staging,engineering
8/30/2025,AmazonRDS,us-west-2,48.18,amazonrds-p35n6ybj0,staging,platform
8/30/2025,AmazonRDS,us-west-2,87.57,amazonrds-0u7l6kowc,production,platform
8/30/2025,AmazonDynamoDB,ap-southeast-1,49.81,amazondynamodb-wg20x0b1m,production,engineering
8/30/2025,AWSLambda,eu-west-1,99.46,awslambda-upbp5ng1j,production,data
8/30/2025,AmazonS3,us-east-1,104.15,amazons3-7efl1bqt7,production,engineering
8/31/2025,AmazonS3,us-east-1,31.04,amazons3-gimu929r3,development,engineering
8/31/2025,AmazonEC2,us-west-2,42.8,amazonec2-61qn3b1lu,production,data
8/31/2025,AmazonRDS,us-east-1,50.11,amazonrds-rsb7kw6ke,staging,data
8/31/2025,AmazonEC2,eu-west-1,31.23,amazonec2-5l7xgyu75,staging,data
8/31/2025,AmazonCloudFront,us-east-1,14.33,amazoncloudfront-4qqf2zbpq,development,platform
8/31/2025,AmazonCloudFront,us-east-1,38.29,amazoncloudfront-o37lnvc06,development,platform
8/31/2025,AmazonEC2,eu-west-1,52.99,amazonec2-uqa4gzhnc,development,engineering
8/31/2025,AmazonRDS,us-west-2,56.18,amazonrds-nrxflo7c5,staging,data
8/31/2025,AmazonCloudFront,us-west-2,23.66,amazoncloudfront-0ng5qkf5t,production,data
8/31/2025,AmazonCloudFront,us-east-1,37.14,amazoncloudfront-h1ti772xw,production,platform
8/31/2025,AmazonCloudFront,us-west-2,61.14,amazoncloudfront-3qwcewzjw,production,platform
8/31/2025,AmazonDynamoDB,us-east-1,53.1,amazondynamodb-eruavi54g,development,engineering
8/31/2025,AWSLambda,ap-southeast-1,59.19,awslambda-ldpu4ucf0,staging,platform
8/31/2025,AmazonDynamoDB,us-west-2,17.02,amazondynamodb-xb2cs1y4y,development,data
8/31/2025,AmazonS3,ap-southeast-1,88.92,amazons3-acnfgozc4,production,engineering
8/31/2025,AmazonEC2,ap-southeast-1,24.65,amazonec2-csdihb567,development,platform
9/1/2025,AmazonCloudFront,eu-west-1,43.71,amazoncloudfront-ka86biuep,development,data
9/1/2025,AmazonDynamoDB,us-east-1,105.65,amazondynamodb-lfrfpx5ls,development,data
9/1/2025,AmazonRDS,ap-southeast-1,107.55,amazonrds-0w7ber02c,development,engineering
9/1/2025,AWSLambda,us-west-2,91.15,awslambda-06itp2pvq,staging,engineering
9/1/2025,AmazonCloudFront,eu-west-1,55.99,amazoncloudfront-s4rzadp3m,development,platform
9/1/2025,AmazonRDS,us-west-2,54.98,amazonrds-b6kwv30n5,development,platform
9/1/2025,AmazonS3,us-east-1,29.71,amazons3-kk44os47a,development,data
9/1/2025,AmazonS3,ap-southeast-1,50.36,amazons3-tx4pks273,staging,engineering
9/1/2025,AmazonS3,ap-southeast-1,41.96,amazons3-faqe307k8,staging,data
9/1/2025,AmazonRDS,us-east-1,23.05,amazonrds-f0vrl7bqh,staging,data
9/1/2025,AmazonRDS,ap-southeast-1,49,amazonrds-tcd22jdct,development,data
9/1/2025,AmazonCloudFront,eu-west-1,59.26,amazoncloudfront-rxt3qa15f,staging,engineering
9/1/2025,AmazonDynamoDB,us-west-2,50.25,amazondynamodb-4zdwg3f66,development,data
9/1/2025,AmazonRDS,ap-southeast-1,59.38,amazonrds-7nf2caszr,development,data
9/1/2025,AmazonS3,us-east-1,55.78,amazons3-fang1y9mj,staging,platform
9/1/2025,AmazonEC2,us-east-1,69.91,amazonec2-jwelvspq2,staging,data
9/1/2025,AmazonS3,ap-southeast-1,27.42,amazons3-6y0u1hzsc,development,engineering
9/1/2025,AmazonRDS,eu-west-1,95.19,amazonrds-p8shv8fdp,staging,engineering
9/1/2025,AmazonS3,eu-west-1,43.05,amazons3-l7f3mjhc3,staging,engineering
9/2/2025,AmazonS3,us-east-1,35.92,amazons3-py5jdeusa,production,data
9/2/2025,AmazonRDS,us-east-1,17,amazonrds-vqueomdiw,production,engineering
9/2/2025,AmazonCloudFront,us-west-2,72.85,amazoncloudfront-hnjha7tpa,staging,data
9/2/2025,AWSLambda,ap-southeast-1,82.97,awslambda-eld5o4qsc,production,data
9/2/2025,AmazonCloudFront,us-east-1,84.99,amazoncloudfront-8vanm6wf1,production,platform
9/2/2025,AmazonRDS,eu-west-1,70.17,amazonrds-113myavo9,development,engineering
9/2/2025,AmazonCloudFront,us-east-1,42.3,amazoncloudfront-nefq0zw8n,staging,platform
9/2/2025,AmazonDynamoDB,eu-west-1,103.76,amazondynamodb-d3987uohv,development,data
9/2/2025,AWSLambda,eu-west-1,64.32,awslambda-syodioood,development,engineering
9/2/2025,AmazonS3,ap-southeast-1,74.12,amazons3-n9lzaxllj,production,platform
